NCT Number,Study Title,Sex
NCT04360369,Comparison of Intraocular Pressure Measurements Between Reichert Tono-Vera Tonometer and Goldmann Tonometry,ALL
NCT00321035,Ologen (OculusGen)-Glaucoma and Pterygium Historical Control Study in Beijing Remin Hospital,ALL
NCT02272569,STARflo European Safety and Efficacy Study,ALL
NCT00874913,Study of Ocular Blood Flow in Patients With Glaucoma and/or Obstructive Sleep Apnea Syndrome (OSAS),ALL
NCT03762369,A Clinical Study to Evaluate the Efficacy and Safety of CKD-351,ALL
NCT01979913,An Open Non-randomized Pilot Study on the Effect of Preservative Free Tafluprost (Saflutan® Augentropfen) in Patients With Ocular Hypertension or Primary Open Angle Glaucoma With an Uncontrolled Intraocular Pressure of 30 mmHg and More,ALL
NCT03797469,Nutritional Supplements and Performance During Visual Field Testing (B3 Vitamin),ALL
NCT00579969,Comparison of Latanoprost Vs. Timolol,ALL
NCT03861169,Use of the OMNI® Surgical System in Combination With Cataract Extraction in Open Angle Glaucoma,ALL
NCT05089474,A First in Human Clinical Trial to Evaluate the Safety and Effectiveness of the STREAMLINE SURGICAL SYSTEM in Patients With Open-Angle Glaucoma,ALL
NCT01315574,Effects of Anti-Glaucoma Medications on the Ocular Surface,ALL
NCT00324181,Psychopathology of Normal-tension Glaucoma in Hong Kong Chinese Out-patient,ALL
NCT05299281,Micropulse Transscleral Diode Laser Cyclophotocoagulation (MP-TSCPC) as a Treatment Modality for Glaucoma Patients,ALL
NCT00822081,Comparison of the Fixed Combinations of Brimonidine/Timolol and Dorzolamide/Timolol in Subjects With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT00810381,Ocular Hemodynamic Effects of Nitrovasodilators in Healthy Subjects,MALE
NCT03106181,A Comparison of Cataract Surgery Alone and Cataract Surgery With iStent,ALL
NCT03106181,A Comparison of Cataract Surgery Alone and Cataract Surgery With iStent,ALL
NCT03904381,Efficacy and Safety of XEN® Gel Stent and Post-operative Management in Patients With Open Angle Glaucoma,ALL
NCT02674074,Evaluation of Corneal Temperature by Infrared Thermography in Glaucoma Patients,ALL
NCT00441181,Effects of Travoprost on Neovascular Glaucoma,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02613013,Laser Peripheral Iridotomy Plus Laser Peripheral Iridoplasty for Primary Angle Closure,ALL
NCT02358369,Dose-Ranging Study of the Bimatoprost Ocular Insert,ALL
NCT00546013,Abdominal Aortic Aneurysms and Pseudoexfoliation Syndrome,ALL
NCT06176170,VividWhite Glaucoma Implant (VW-51) Pivotal Study,ALL
NCT02984813,Safety and Efficacy of Anti-Oxidants and Anti-inflammatory Agents in Glaucoma and Diabetic Retinopathy,ALL
NCT02271269,Study on Incentives for Glaucoma Medications Adherence,ALL
NCT05500469,Endothelial Cell Loss in Pseudophakic Patients Receiving a Paul Glaucoma Drainage Device With Its Tube Inserted in the Anterior Versus Posterior Chamber: a Randomized Controlled Trial,ALL
NCT02394613,A Phase I Clinical Trial of DARC,ALL
NCT00947869,Contrast Sensitivity in Glaucoma,ALL
NCT05521334,MicroPulse Transscleral Laser Cyclophotocoagulation With the Zig Zag Mode in Glaucoma.,
NCT02622334,A Study to Investigate the Safety Tolerability Pharmacokinetics and Pharmacodynamics of RO5093151 in Patients With Primary Open Angle Glaucoma (POAG) or Ocular Hypertension (OHT).,ALL
NCT03193736,MINIject in Patients With Open Angle Glaucoma Uncontrolled by Topical Hypotensive Medications,ALL
NCT00572936,Circadian Rhythms of Aqueous Humor Dynamics in Humans,ALL
NCT05850936,Effect of IOP Lowering on Progressive HM,ALL
NCT01789736,A Study Assessing PG286 Ophthalmic Solution 0.5% Compared to Its Individual Components for 28 Days,ALL
NCT02656836,Home Tonometry With the I-care Tonometer for Glaucoma,ALL
NCT03333096,Assessing Neurovisual Function in Patients With Cognitive Impairment,ALL
NCT03333096,Assessing Neurovisual Function in Patients With Cognitive Impairment,ALL
NCT05606796,Comparison of Preserved and Preservative-free Latanoprost 0.005% in Primary Open Angle Glaucoma and Ocular Hypertensive Patients at Guinness Eye Centre Lagos.,ALL
NCT04972435,Effect of Multifocal Intraocular Lens on Contrast Sensitivity in Primary Angle-Closure Patients,ALL
NCT03304535,Social Worker in an Eye-Care Service,ALL
NCT00981435,Steroids After Laser Trabeculoplasty for Glaucoma,ALL
NCT00981435,Steroids After Laser Trabeculoplasty for Glaucoma,ALL
NCT03057496,Collision Warning Device for Blind and Visually Impaired,ALL
NCT02167035,Comparison of Combigan Two Times Daily (BID) Versus Simbrinza Three Times Daily (TID),ALL
NCT01370135,Study to Evaluate the Effects of Ranibizumab (Lucentis) for Patients With Rubeosis and Neovascular Glaucoma,ALL
NCT03491735,Patterns of Glaucoma in Glaucoma Subspecialty Clinics in Egypt and India in the Year 2018,ALL
NCT00941096,Intraocular Pressure Reduction With the Bimatoprost/Timolol Fixed Combination,ALL
NCT00424996,Utility of Heidelberg Retina Tomograph in Monitoring Glaucoma Progression,ALL
NCT00347035,INFLUENCE OF TOPICAL INDOMETHACIN ON HYPOTHENSIVE EFFECT OF BRIMONIDINE,ALL
NCT03961035,Comparative Effectiveness and Tolerance of Subliminal Subthreshold Transscleral Cyclophotocoagulation,ALL
NCT01263535,Use of an Ocular Telemetry Sensor in Tafluprost Treated Patients,ALL
NCT04620135,Efficacy and Safety Study of Netarsudil 0.02% Ophthalmic Solution Compared to Ripasudil Hydrochloride Hydrate 0.4% Ophthalmic Solution in Japanese Subjects With Primary Open Angle Glaucoma or Ocular Hypertension,ALL
NCT03292796,RCT to Investigate if Prostaglandin Analogue Drops Increase the Risk of Cystoid Macular Oedema After Cataract Surgery.,ALL
NCT01110499,Safety and Efficacy of AGN-210961 Ophthalmic Solution Compared With Bimatoprost Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,ALL
NCT00794170,Interactive Study to Increase Glaucoma Adherence to Treatment,ALL
NCT01937299,Effect of SIMBRINZA® Suspension as an Added Therapy to TRAVATAN Z®,ALL
NCT01145911,The Study of Ocular Hemodynamics With Glaucoma Progression,ALL
NCT01495299,24-hour IOP Fluctuation Profile Recorded With SENSIMED Triggerfish in Primary Open-angle Glaucoma (POAG) Patients After Cataract Surgery,ALL
NCT05278299,Asia Glaucoma Registry,ALL
NCT00912470,Progressive Open Angle Glaucoma (OAG) and Ocular Blood Flow,ALL
NCT01128699,Ahmed Valve Glaucoma Implant With Adjunctive Subconjunctival Bevacizumab in Refractory Glaucoma,ALL
NCT00917670,Ultrastructural Changes of Trabeculectomy Specimens in Patients With Uveitic Secondary Glaucoma,ALL
NCT00845299,Study of the Effects of Artificial Tears on the Response to the Latanoprost Punctal Plug Delivery System in Subjects With Ocular Hypertension or Open-Angle Glaucoma,ALL
NCT00705770,A Multi-Dose Study With a Treatment for Open-Angle Glaucoma,ALL
NCT01833741,A Study of LUMIGAN® RC in the Clinical Setting,ALL
NCT00153699,Relationship Between Topiramate Use and Ocular Angle Status,ALL
NCT00760240,Ability of Patients With Low Vision to Properly Instill Eye Drops,ALL
NCT05411198,Study to Assess Change in Disease Activity and Adverse Events of Ab Externo Approach for Glaucoma Gel Stent (XEN45) Implantation In Participants Aged 45 Years or Older With Open-Angle Glaucoma,ALL
NCT01915940,Bimatoprost Ocular Insert Compared to Topical Timolol Solution in Patients With Glaucoma or Ocular Hypertension,ALL
NCT04187157,Association Between Light Spectrum and Survival After Cataract Surgery,ALL
NCT00320957,Ologen (OculusGen)-Glaucoma and Pterygium Historical Control Study in China Zhong-Shan Hospital,ALL
NCT01085357,Study of an Implantable Device for Lowering Intraocular Pressure in Glaucoma Patients Undergoing Cataract Surgery,ALL
NCT01021657,Lipid Profile of Tenon's Capsule,ALL
NCT02547740,Macular Damage in Early Glaucoma and Progression,ALL
NCT04846140,Optimal Non-invasive Brain Stimulation for Peripheral Vision,ALL
NCT04846140,Optimal Non-invasive Brain Stimulation for Peripheral Vision,ALL
NCT04846140,Optimal Non-invasive Brain Stimulation for Peripheral Vision,ALL
NCT04846140,Optimal Non-invasive Brain Stimulation for Peripheral Vision,ALL
NCT04846140,Optimal Non-invasive Brain Stimulation for Peripheral Vision,ALL
NCT02805257,Ahmed Glaucoma Valve Surgery With Mitomycin-C,ALL
NCT02805257,Ahmed Glaucoma Valve Surgery With Mitomycin-C,ALL
NCT02805257,Ahmed Glaucoma Valve Surgery With Mitomycin-C,ALL
NCT02805257,Ahmed Glaucoma Valve Surgery With Mitomycin-C,ALL
NCT02805257,Ahmed Glaucoma Valve Surgery With Mitomycin-C,ALL
NCT02805257,Ahmed Glaucoma Valve Surgery With Mitomycin-C,ALL
NCT02805257,Ahmed Glaucoma Valve Surgery With Mitomycin-C,ALL
NCT02805257,Ahmed Glaucoma Valve Surgery With Mitomycin-C,ALL
NCT02330978,Intravitreal Mesenchymal Stem Cell Transplantation in Advanced Glaucoma.,ALL
NCT00804323,PASCAL Trabeculoplasty,ALL
NCT00435058,Visual Function Changes After Intraocular Pressure Reduction,ALL
NCT02295358,The Effect of Omega-3 Fatty Acid Supplementation on Intraocular Pressure & Ocular Surface,ALL
NCT01655758,24-hour Control of Intraocular Pressure (IOP) in Ocular Hypertension,ALL
NCT05874258,Effectiveness of NIBS and Perceptual Learning for Improving Visual Performance in Patients With Glaucoma,ALL
NCT05874258,Effectiveness of NIBS and Perceptual Learning for Improving Visual Performance in Patients With Glaucoma,ALL
NCT05874258,Effectiveness of NIBS and Perceptual Learning for Improving Visual Performance in Patients With Glaucoma,ALL
NCT05694858,Transdermal Microneedle Lignocaine Delivery Versus EMLA Patch for Topical Analgesia Before Venepuncture Procedure To Adults in Clinical Setting,ALL
NCT01254058,Saccadic Eye Movements Are Impaired In Glaucoma,ALL
NCT01058278,Impact Post-operative Treatment on Intraocular Pressure Post-SLT on Patients With Primary Open-angle Glaucoma,ALL
NCT01058278,Impact Post-operative Treatment on Intraocular Pressure Post-SLT on Patients With Primary Open-angle Glaucoma,ALL
NCT00804102,Transcorneal Electrical Stimulation Therapy for Retinal Disease,ALL
NCT03461978,Ultrahigh-resolution Optical Coherence Tomography Imaging of the Anterior Eye Segment Structures,ALL
NCT00508469,Adherence Assessment With Travalert Dosing Aid,ALL
NCT02727569,Quantification of Agreement and Variability of a Newly Developed Visual Field Algorithm With the Reference Standard,ALL
NCT03395535,Laser-1st vs Drops-1st for Glaucoma and Ocular Hypertension,ALL
NCT04052269,Phosphodiesterase Inhibitors in Glaucoma Study (PhiGS),MALE
NCT03825380,Efficacy and Safety Assessment of T4032 Versus Lumigan® in Ocular Hypertensive or Glaucomatous Patients,ALL
NCT05666440,Visco-Circumferential-Suture-Trabeculotomy Versus Rigid Probe Viscotrabeculotomy in Primary Open Angle Glaucoma,ALL
NCT04541524,Vienna Preserflo Cohort Study,ALL
NCT04416724,Phacoemulsification vs SLT as Initial Treatment for Pseudoexfoliation Glaucoma,ALL
NCT04416724,Phacoemulsification vs SLT as Initial Treatment for Pseudoexfoliation Glaucoma,ALL
NCT03752840,Village-Integrated Eye Worker Trial II,ALL
NCT03752840,Village-Integrated Eye Worker Trial II,ALL
NCT03752840,Village-Integrated Eye Worker Trial II,ALL
NCT01467440,Efficacy of Selective Laser Trabeculoplasty in Patients Under Treatment With Topical Prostaglandines,ALL
NCT01546740,Prevalence of Glaucoma in the Israeli Arab Population,ALL
NCT00966940,Efficacy and Safety of Travoprost 0.004% Versus Tafluprost 0.0015% in Patients With Primary Open-angle Glaucoma or Ocular Hypertension,ALL
NCT00331240,24-Hour Intraocular Pressure (IOP) Control With Travoprost/Timolol Fixed Combination,ALL
NCT01830140,A Safety Study of Bimatoprost in Patients With Glaucoma or Ocular Hypertension,ALL
NCT01241240,Safety and Efficacy of Triple Combination Therapy in Patients With Primary Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT04061044,A Study to Evaluate the Long Term Safety of OTX-TP (Sustained Release Travoprost) Intracanalicular Insert,ALL
NCT01476644,How Has Glaucoma Affected Your Quality of Life?,ALL
NCT03673644,Impact of Glaucoma and Visual Field Loss on Life Space,ALL
NCT05932940,Incidence of Descemet Membrane Detachment Post GATT by AS OCT,ALL
NCT01315340,Ocular Rigidity and Outflow Facility in Glaucomatous and Normal Eyes,ALL
NCT00656240,To Investigate the Safety and Efficacy of DE-104 Ophthalmic Solution to Treat Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT00742378,Discriminating Ability of the Cirrus High Definition (HD) Optical Coherence Tomography (OCT) for Glaucoma,ALL
NCT06119178,EX-PRESS® P-50 and EX-PRESS® P-200,ALL
NCT00864578,Effects of Forskolin on Intraocular Pressure in Glaucomatous Patients Under Maximum Tolerated Medical Therapy,ALL
NCT01779778,Diurnal and Nocturnal Effect of Travatan With SofZia Preservative on Intraocular Pressure and Ocular Perfusion Pressure,ALL
NCT01223378,Study Comparing the Safety and Efficacy of BOL-303259-X to Latanoprost in Subjects With Glaucoma or Ocular Hypertension,ALL
NCT02059278,Safety and Efficacy of T-2345 Compared to Xalatan in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension,ALL
NCT02966678,Incidence of Dyschromatopsia in Glaucoma,ALL
NCT03365778,Educational Intervention to Adopt SLT as First-Line Glaucoma Treatment,ALL
NCT02312544,Phase 2b Study Evaluating Safety and Efficacy of OTX-TP Compared to Timolol Drops in the Treatment of Subjects With Open Angle Glaucoma or Ocular Hypertension,ALL
NCT03330574,To Study the Function of the Retina in Glaucoma Patients Using PERG,ALL
NCT04360174,CLN-0045: Safety and Efficacy of OTX-TIC in Participants With Open Angle Glaucoma or Ocular Hypertension,ALL
NCT01263444,Safety and Efficacy of Adding AZARGA® Adjunctive to Prostaglandin Therapy,ALL
NCT01293474,Choroidal Thickness in Glaucoma Patients and Healthy Controls,ALL
NCT00347841,Efficacy of Bimatoprost 0.03% in Patients Who Are Low-Responders to Latanoprost,ALL
NCT00440141,Brimonidine 0.1% Versus Brinzolamide 1% as Adjunctive Therapy to Latanoprost 0.005%,ALL
NCT00986141,Effects of Selective Laser Trabeculoplasty,ALL
NCT03011541,Stem Cell Ophthalmology Treatment Study II,ALL
NCT00047541,Phase 3 Study to Evaluate IOP Lowering Therapy in Open Angle Glaucoma and Ocular Hypertension C-01-70,ALL
NCT00759941,A Comparison of Azopt Versus Placebo Added to Xalatan in Patients With Elevated Intraocular Pressure (IOP) on a Prostaglandin,ALL
NCT01361841,Effects of Latanoprost Bimatoprost and Travoprost in Patients With Latanoprost-resistant Glaucoma,ALL
NCT02955641,Efficacy and Necessity of Anti-inflammatory Drops After Laser Peripheral Iridotomy,ALL
NCT00430274,Photographic Imaging of the Retina and Optic Nerve Head of Glaucoma Patients and Normal Controls,ALL
NCT03684174,Non-Contact Air Tonometry (Topcon CT-1®) Versus Goldmann,ALL
NCT01494974,Comparison of the Ahmed Glaucoma Valve FP7 and FP8 in Pediatric Glaucoma,ALL
NCT00966576,Efficacy and Safety of Adding Azarga to Prostaglandin Monotherapy,ALL
NCT04698876,Self Tonometry and Transfer of Glaucoma Patients' Data for Improving the Supply Situation,ALL
NCT04698876,Self Tonometry and Transfer of Glaucoma Patients' Data for Improving the Supply Situation,ALL
NCT04698876,Self Tonometry and Transfer of Glaucoma Patients' Data for Improving the Supply Situation,ALL
NCT04698876,Self Tonometry and Transfer of Glaucoma Patients' Data for Improving the Supply Situation,ALL
NCT04698876,Self Tonometry and Transfer of Glaucoma Patients' Data for Improving the Supply Situation,ALL
NCT04698876,Self Tonometry and Transfer of Glaucoma Patients' Data for Improving the Supply Situation,ALL
NCT04698876,Self Tonometry and Transfer of Glaucoma Patients' Data for Improving the Supply Situation,ALL
NCT04698876,Self Tonometry and Transfer of Glaucoma Patients' Data for Improving the Supply Situation,ALL
NCT02945176,Safety and Performance Study of the ARGOS-IO System in Patients Undergoing Boston Keratoprosthesis Implantation,ALL
NCT04149899,Safety and IOP-Lowering Effects of WB007,ALL
