NCT Number,Study Title,Study URL,Study_Status,Study Type
NCT02016898,The Effect of Sponge Versus No-Sponge Placement of Mitomycin-C on the Outcomes of Trabeculectomy With Ex-PRESS Glaucoma Filtration Device,https://clinicaltrials.gov/study/NCT02016898,COMPLETED,INTERVENTIONAL
NCT04337944,Endoscopic Assisted Anterior Hyaloid Peeling in Boston Type 1 Keratoprosthesis (KPro-HP-Endo),https://clinicaltrials.gov/study/NCT04337944,RECRUITING,INTERVENTIONAL
NCT04994457,Patient Performance on Virtual Reality Visual Field Devices as Compared to Standard of Care,https://clinicaltrials.gov/study/NCT04994457,RECRUITING,OBSERVATIONAL
NCT00369057,Intra Ocular Pressure During Robotic Prostatectomy,https://clinicaltrials.gov/study/NCT00369057,COMPLETED,OBSERVATIONAL
NCT02053298,Impact of Timolol/Dorzolamide Therapy on Autoregulation in Glaucoma Patients,https://clinicaltrials.gov/study/NCT02053298,UNKNOWN,INTERVENTIONAL
NCT01518244,Assessing the Efficacy and Tolerability of AZARGA® (Brinzolamide 1%/Timolol 0.5% Fixed Combination) as Replacement Therapy in Patients on Brimonidine 0.2%/Timolol 0.5% Fixed Combination Therapy (COMBIGAN®) in Latin America,https://clinicaltrials.gov/study/NCT01518244,COMPLETED,INTERVENTIONAL
NCT00691340,Cellular Proteome From Leukocytes of Glaucoma Patients in Comparison With Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00691340,WITHDRAWN,OBSERVATIONAL
NCT04828057,Preservative-free Fixed-dose Combination of Tafluprost 0.0015% / Timolol 0.5% in Patients With Open-angle Glaucoma or Ocular Hypertension: Clinical Effectiveness Tolerability and Safety in a Real World Setting,https://clinicaltrials.gov/study/NCT04828057,COMPLETED,OBSERVATIONAL
NCT01177098,Safety and Efficacy of a New Formulation of Bimatoprost/Timolol Ophthalmic Solution Compared With Bimatoprost/Timolol Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01177098,COMPLETED,INTERVENTIONAL
NCT00629044,Genetic Polymorphysm of Cholesterol 24 S Hydroxylase in Patients With Glaucoma and AMD,https://clinicaltrials.gov/study/NCT00629044,COMPLETED,INTERVENTIONAL
NCT00803998,Ocular Hypertension Treatment Study (OHTS),https://clinicaltrials.gov/study/NCT00803998,COMPLETED,OBSERVATIONAL
NCT04624698,iStent Inject New Enrollment Post-Approval Study,https://clinicaltrials.gov/study/NCT04624698,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT02743780,A Three Part Study of MGV354 in Ocular Hypertension or Glaucoma,https://clinicaltrials.gov/study/NCT02743780,COMPLETED,INTERVENTIONAL
NCT00683501,Safety Efficacy and Pharmacokinetic Profile of DNB-001 in Subjects With Elevated Intraocular Pressure,https://clinicaltrials.gov/study/NCT00683501,COMPLETED,INTERVENTIONAL
NCT05271734,Evaluation of the Compatibility of Different Eye Lid Retractors to the Direct Selective Laser Trabeculoplasty (DSLT) Procedure,https://clinicaltrials.gov/study/NCT05271734,COMPLETED,INTERVENTIONAL
NCT02526680,Does Using a Low Vision Aid Device Improve Quality of Life in Glaucoma Patients?,https://clinicaltrials.gov/study/NCT02526680,COMPLETED,INTERVENTIONAL
NCT02031380,iDropper Usability in Glaucoma,https://clinicaltrials.gov/study/NCT02031380,WITHDRAWN,INTERVENTIONAL
NCT01976624,Safety and Efficacy of Bimatoprost/Timolol (Ganfort®) Ophthalmic Solution in Korea,https://clinicaltrials.gov/study/NCT01976624,COMPLETED,OBSERVATIONAL
NCT00824824,Effect of Cosopt Versus Combigan on Retinal Vascular Autoregulation in Primary Open Angle Glaucoma (POAG),https://clinicaltrials.gov/study/NCT00824824,COMPLETED,INTERVENTIONAL
NCT04673201,Management Steroid Induced Glaucoma,https://clinicaltrials.gov/study/NCT04673201,UNKNOWN,INTERVENTIONAL
NCT00304824,Assessment of the Ability to Distinguish Odors in Glaucoma Patients,https://clinicaltrials.gov/study/NCT00304824,COMPLETED,OBSERVATIONAL
NCT02748824,Five-year Incidence of Age-related Macular Degeneration in the Central Region of Portugal,https://clinicaltrials.gov/study/NCT02748824,COMPLETED,OBSERVATIONAL
NCT00595101,A Phase 2 Dose Finding Study of PF-03187207 in Patients With Primary Open Angle Glaucoma or Ocular Hypertension.,https://clinicaltrials.gov/study/NCT00595101,COMPLETED,INTERVENTIONAL
NCT04770324,Study of a Novel Interposition Supraciliary Implant in Patients With Open Angle Glaucoma (SAFARI 2),https://clinicaltrials.gov/study/NCT04770324,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT01464424,Assessment of Intraocular Pressure (IOP) Control in Subjects With Open-Angle Glaucoma or Ocular Hypertension Treated With Travoprost 0.004% (TRAVATAN® Z) or Bimatoprost 0.01% (LUMIGAN®),https://clinicaltrials.gov/study/NCT01464424,COMPLETED,INTERVENTIONAL
NCT00911924,A Prospective Unmasked Evaluation of the iStent in Patients With Primary Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT00911924,COMPLETED,INTERVENTIONAL
NCT00515424,Tolerability Safety and Efficacy of RKI983 Eye Drops in Subjects With Primary Open Angle Glaucoma and Ocular Hypertension,https://clinicaltrials.gov/study/NCT00515424,COMPLETED,INTERVENTIONAL
NCT01915680,Intraocular Pressure Fluctuation in Patients With Glaucoma and in Healthy Patients During Standard Yoga Positions,https://clinicaltrials.gov/study/NCT01915680,COMPLETED,OBSERVATIONAL
NCT01209624,Observational Study of the Long-term Effect of Latanoprost in Normal Tension Glaucoma,https://clinicaltrials.gov/study/NCT01209624,COMPLETED,OBSERVATIONAL
NCT01841580,Proteomic Profiles in Trabeculectomy Patients,https://clinicaltrials.gov/study/NCT01841580,COMPLETED,OBSERVATIONAL
NCT00379834,12-Month Stability of Diurnal IOP Control on Cosopt,https://clinicaltrials.gov/study/NCT00379834,COMPLETED,INTERVENTIONAL
NCT03868124,Clinical Study Comparing Two Models of a Travoprost Intraocular Implant,https://clinicaltrials.gov/study/NCT03868124,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT00478036,Comparing Acular LS and Pred Forte in Reducing Post-selective Laser Trabeculoplasty Anterior Chamber Flare and Cells,https://clinicaltrials.gov/study/NCT00478036,TERMINATED,INTERVENTIONAL
NCT03164941,Effect of SLT Location on Treatment Outcomes,https://clinicaltrials.gov/study/NCT03164941,UNKNOWN,OBSERVATIONAL
NCT03274024,The Asia Primary Tube Versus Trab (TVT) Study,https://clinicaltrials.gov/study/NCT03274024,UNKNOWN,INTERVENTIONAL
NCT00471380,A Phase IV Study of Travoprost + Brinzolamide to Treat Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00471380,COMPLETED,INTERVENTIONAL
NCT02863224,Advanced Glycation End Products as a Biomarker for Accelerated Ageing,https://clinicaltrials.gov/study/NCT02863224,COMPLETED,OBSERVATIONAL
NCT03057301,Assessment of Home Tonometry in Glaucoma,https://clinicaltrials.gov/study/NCT03057301,UNKNOWN,OBSERVATIONAL
NCT02594280,Benchmarking Management of Glaucoma Using the Diopsys VEP/PERG Protocols.,https://clinicaltrials.gov/study/NCT02594280,UNKNOWN,OBSERVATIONAL
NCT00444080,Comparison of Ex-PRESSTM Mini Glaucoma Shunt to Trabeculectomy in Subjects With Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT00444080,COMPLETED,INTERVENTIONAL
NCT01668524,ATS907 Ph2a Open-Label Dose-ranging Safety and Tolerability in Primary Open Angle Glaucoma (POAG) and Ocular Hypertension (OHT) Subjects,https://clinicaltrials.gov/study/NCT01668524,COMPLETED,INTERVENTIONAL
NCT05456724,A Study to Investigate the Effect of IOP-lowering With TO-O-1001 Eye Drops in Healthy Subjects and in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT05456724,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT01857440,The Flashing Light-Induced Pupil Response (FLIPR) Glaucoma Study,https://clinicaltrials.gov/study/NCT01857440,COMPLETED,OBSERVATIONAL
NCT05710198,Efficacy of Citicoline Eye Drops 2% on Visual Field Preservation in Patients With Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT05710198,NOT_YET_RECRUITING,INTERVENTIONAL
NCT02666144,Comparison of Optic Nerve Head and Retinal Nerve Fiber Layer Parameters Derived From Two Different Methods of Scan Alignment,https://clinicaltrials.gov/study/NCT02666144,COMPLETED,OBSERVATIONAL
NCT05401357,Bioequivalence Study With Clinical Endpoint Comparing Bimatoprost Ophthalmic Solution 0.01% and LUMIGAN® in the Treatment of Chronic Open-Angle Glaucoma or Ocular Hypertension in Both Eyes.,https://clinicaltrials.gov/study/NCT05401357,RECRUITING,INTERVENTIONAL
NCT00892398,Trabeculectomy With Mitomycin C Associated With Sub-conjunctival Injection of Ranibizumab,https://clinicaltrials.gov/study/NCT00892398,COMPLETED,INTERVENTIONAL
NCT00277498,A 12-week Randomized Double-masked Parallel Group Comparison of Evening Dosing With Xalacom in Subjects With Glaucoma,https://clinicaltrials.gov/study/NCT00277498,COMPLETED,INTERVENTIONAL
NCT01379144,A Study Comparing The Efficacy Safety And Tolerability Of Latanoprost 75 100 And 125 ug/ml To Xalatan In The Treatment Of Primary Open-Angle Glaucoma And Ocular Hypertension,https://clinicaltrials.gov/study/NCT01379144,COMPLETED,INTERVENTIONAL
NCT01739244,Dose Finding Clinical Trial With SYL040012 to Evaluate the Tolerability and Effect on Intraocular Pressure in Subjects With Ocular Hypertension or Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT01739244,COMPLETED,INTERVENTIONAL
NCT00155857,The Genetic Study of Primary Angle-Closure Glaucoma,https://clinicaltrials.gov/study/NCT00155857,UNKNOWN,OBSERVATIONAL
NCT04758598,The Effects of DSLT and SLT on the Corneal Endothelium: A GLAUrious Trial Sub-Study,https://clinicaltrials.gov/study/NCT04758598,COMPLETED,INTERVENTIONAL
NCT00694876,Impact of Health Literacy and Other Factors on Glaucoma Patient Adherence in South India,https://clinicaltrials.gov/study/NCT00694876,COMPLETED,OBSERVATIONAL
NCT01391676,Imaging of Trabeculectomy Blebs Using the Spectral Domain Optical Coherence Tomography,https://clinicaltrials.gov/study/NCT01391676,COMPLETED,OBSERVATIONAL
NCT05747781,STReetlab Assessment Tool of Activities Daily Living in Glaucoma Patient,https://clinicaltrials.gov/study/NCT05747781,NOT_YET_RECRUITING,INTERVENTIONAL
NCT01342081,DE-111 Against Tafluprost Ophthalmic Solution 0.0015% Alone and Concomitant Use of Tafluprost Ophthalmic Solution 0.0015% Plus Timolol Ophthalmic Solution 0.5%,https://clinicaltrials.gov/study/NCT01342081,COMPLETED,INTERVENTIONAL
NCT03901781,Study of ST266 Given by Intranasal Delivery in Glaucoma Suspect Subjects,https://clinicaltrials.gov/study/NCT03901781,COMPLETED,INTERVENTIONAL
NCT00767481,1 Year Study Trav/Brinz QD Fixed Combination Versus COSOPT,https://clinicaltrials.gov/study/NCT00767481,TERMINATED,INTERVENTIONAL
NCT01022281,Early Diagnosis in Glaucoma With GDxVcc,https://clinicaltrials.gov/study/NCT01022281,COMPLETED,OBSERVATIONAL
NCT02548676,Optical Angiography in Glaucoma,https://clinicaltrials.gov/study/NCT02548676,COMPLETED,OBSERVATIONAL
NCT01097174,CyPass Clinical Experience Study,https://clinicaltrials.gov/study/NCT01097174,COMPLETED,OBSERVATIONAL
NCT01442896,STudy to Assess Rapid Disease Progression by Clinical and Genetic Factors In Glaucoma patientS That Are High Risk,https://clinicaltrials.gov/study/NCT01442896,COMPLETED,OBSERVATIONAL
NCT00382395,SOLX Gold Shunt Versus Control Implant: Randomized Trial for Refractory Glaucoma,https://clinicaltrials.gov/study/NCT00382395,SUSPENDED,INTERVENTIONAL
NCT05325996,Evaluating Home Testing Devices for the Management of Glaucoma,https://clinicaltrials.gov/study/NCT05325996,RECRUITING,INTERVENTIONAL
NCT00329095,An Evaluation of Use of Topical Ocular Hypotensive Medication by Compliance,https://clinicaltrials.gov/study/NCT00329095,COMPLETED,INTERVENTIONAL
NCT00652496,Safety and Efficacy Study of Different Formulations of Bimatoprost Once-Daily in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00652496,COMPLETED,INTERVENTIONAL
NCT00219596,Xalacom And Combination Of Unfixed Latanoprost And Timolol In Subjects With Open-Angle Glaucoma Or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00219596,COMPLETED,INTERVENTIONAL
NCT02290795,Vitreopapillary Interface and Optic Disc Morphology,https://clinicaltrials.gov/study/NCT02290795,UNKNOWN,OBSERVATIONAL
NCT00742196,Retinal Nerve Fiber Layer Thickness Measurement on Parapapillary Atrophy With the Cirrus High-Definition (HD) Optical Coherence Tomography (OCT),https://clinicaltrials.gov/study/NCT00742196,UNKNOWN,OBSERVATIONAL
NCT00457795,24-hour IOP-lowering Effect of Brimonidine 0.1%,https://clinicaltrials.gov/study/NCT00457795,COMPLETED,INTERVENTIONAL
NCT01001195,Safety and Efficacy of Three Formulations of AGN-210669 Ophthalmic Solution Compared With Bimatoprost Ophthalmic Solution,https://clinicaltrials.gov/study/NCT01001195,COMPLETED,INTERVENTIONAL
NCT00757835,24-hr IOP With Travoprost/Timolol Compared With Latanoprost/Timolol in XFG,https://clinicaltrials.gov/study/NCT00757835,COMPLETED,INTERVENTIONAL
NCT02829996,Study of Fixed-Dose Combinations of Trabodenoson and Latanoprost in Adults With OHT or POAG,https://clinicaltrials.gov/study/NCT02829996,COMPLETED,INTERVENTIONAL
NCT02754596,Study Comparing Travoprost Intraocular Implants to Timolol Ophthalmic Solution,https://clinicaltrials.gov/study/NCT02754596,COMPLETED,INTERVENTIONAL
NCT03610295,Prophylactic Peripheral Iridectomy Prevents Aphakic Angle-closure Glaucoma,https://clinicaltrials.gov/study/NCT03610295,COMPLETED,INTERVENTIONAL
NCT05583474,OPC-1085EL in the Treatment of Primary Open Angle Glaucoma or Ocular Hypertension in Chinese Subjects,https://clinicaltrials.gov/study/NCT05583474,RECRUITING,INTERVENTIONAL
NCT00597181,A Clinical Study Comparing the Inflammatory Response of the Ex-Press Mini Shunt to Trabeculectomy,https://clinicaltrials.gov/study/NCT00597181,TERMINATED,INTERVENTIONAL
NCT00376974,The Effect of Education on Patient Compliance,https://clinicaltrials.gov/study/NCT00376974,UNKNOWN,INTERVENTIONAL
NCT04508881,Intraluminal Stenting Versus External Ligation of Ahmed Glaucoma Valve,https://clinicaltrials.gov/study/NCT04508881,COMPLETED,INTERVENTIONAL
NCT06000176,Comparison of Optical Coherence Tomography Angiography Microvascular Changes in Primary Open Angle and Primary Angle Closure Glaucoma,https://clinicaltrials.gov/study/NCT06000176,COMPLETED,OBSERVATIONAL
NCT01707381,BOL-303259-X With Timolol 0.5% in Subjects With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01707381,COMPLETED,INTERVENTIONAL
NCT05344274,Retinal Blood Flow and Autoregulation,https://clinicaltrials.gov/study/NCT05344274,RECRUITING,INTERVENTIONAL
NCT00273481,Cosopt Versus Xalacom,https://clinicaltrials.gov/study/NCT00273481,COMPLETED,INTERVENTIONAL
NCT01099774,Safety and Efficacy of Different Formulations of Bimatoprost Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01099774,COMPLETED,INTERVENTIONAL
NCT02292381,Blood Flow Regulation in Glaucoma,https://clinicaltrials.gov/study/NCT02292381,COMPLETED,OBSERVATIONAL
NCT02964676,Clinical Efficacy and Safety of Minimally Invasive Glaucoma Surgery on Primary Angle Closure Glaucoma,https://clinicaltrials.gov/study/NCT02964676,UNKNOWN,INTERVENTIONAL
NCT04486976,Comparative Study of the Cornea/Anterior Segment OCT CASIA2 and the RTVue XR OCT Avanti With AngioVue Software,https://clinicaltrials.gov/study/NCT04486976,COMPLETED,INTERVENTIONAL
NCT02558374,Double-masked Study of Netarsudil (AR-13324) Ophthalmic Solution in Subjects With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02558374,COMPLETED,INTERVENTIONAL
NCT02348476,A Study of Simbrinza™ Therapy in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02348476,COMPLETED,OBSERVATIONAL
NCT03159481,Glaucoma Management Optimism for African Americans Living With Glaucoma,https://clinicaltrials.gov/study/NCT03159481,COMPLETED,INTERVENTIONAL
NCT04007276,The Effect of Lumify™ on Ocular Redness Intraocular Pressure and Eyelid Position in Glaucoma Patients,https://clinicaltrials.gov/study/NCT04007276,NOT_YET_RECRUITING,INTERVENTIONAL
NCT00051181,A Safety and Efficacy Study of Travoprost 0.004% Compared to Latanoprost 0.005% in Patients With Chronic Angle-Closure Glaucoma,https://clinicaltrials.gov/study/NCT00051181,COMPLETED,INTERVENTIONAL
NCT05773976,An Interventional Confirmative Post Marketing Clinical Followup (PMCF) Study to Evaluate Performance and Safety of Ophthalmic Solutions Used to Relieve Dry Eyes Like Symptoms in Glaucoma Patients.,https://clinicaltrials.gov/study/NCT05773976,RECRUITING,INTERVENTIONAL
NCT04360369,Comparison of Intraocular Pressure Measurements Between Reichert Tono-Vera Tonometer and Goldmann Tonometry,https://clinicaltrials.gov/study/NCT04360369,COMPLETED,INTERVENTIONAL
NCT00321035,Ologen (OculusGen)-Glaucoma and Pterygium Historical Control Study in Beijing Remin Hospital,https://clinicaltrials.gov/study/NCT00321035,COMPLETED,INTERVENTIONAL
NCT02272569,STARflo European Safety and Efficacy Study,https://clinicaltrials.gov/study/NCT02272569,COMPLETED,INTERVENTIONAL
NCT00874913,Study of Ocular Blood Flow in Patients With Glaucoma and/or Obstructive Sleep Apnea Syndrome (OSAS),https://clinicaltrials.gov/study/NCT00874913,UNKNOWN,INTERVENTIONAL
NCT03762369,A Clinical Study to Evaluate the Efficacy and Safety of CKD-351,https://clinicaltrials.gov/study/NCT03762369,UNKNOWN,INTERVENTIONAL
NCT01979913,An Open Non-randomized Pilot Study on the Effect of Preservative Free Tafluprost (Saflutan® Augentropfen) in Patients With Ocular Hypertension or Primary Open Angle Glaucoma With an Uncontrolled Intraocular Pressure of 30 mmHg and More,https://clinicaltrials.gov/study/NCT01979913,COMPLETED,INTERVENTIONAL
NCT03797469,Nutritional Supplements and Performance During Visual Field Testing (B3 Vitamin),https://clinicaltrials.gov/study/NCT03797469,COMPLETED,INTERVENTIONAL
NCT00579969,Comparison of Latanoprost Vs. Timolol,https://clinicaltrials.gov/study/NCT00579969,TERMINATED,INTERVENTIONAL
NCT03861169,Use of the OMNI® Surgical System in Combination With Cataract Extraction in Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT03861169,RECRUITING,INTERVENTIONAL
